first_author,title,journal,pub_date,doi,pmid,pmcid,cites,pub_type,source,added,scopus_eid
Pérez-Granado J,ResMarkerDB: a database of biomarkers of response to antibody therapy in breast and colorectal cancer.,Database (Oxford),2019-01-01,10.1093/database/baz060,31169290,PMC6551372,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Chen G,Restructured GEO: restructuring Gene Expression Omnibus metadata for genome dynamics analysis.,Database (Oxford),2019-01-01,10.1093/database/bay145,30649296,PMC6333964,2015_NAR_Kibbe|2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Chen Y,RGCNCDA: Relational graph convolutional network improves circRNA-disease association prediction by incorporating microRNAs,Computers in Biology and Medicine,2022-04-01,10.1016/j.compbiomed.2022.105322,NA,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85124940335
Westerlund AM,Risk Prediction of Cardiovascular Events by Exploration of Molecular Data with Explainable Artificial Intelligence.,Int J Mol Sci,2021-09-24,10.3390/ijms221910291,34638627,PMC8508897,2009_BIX_Du,Journal Article|Review,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Le D,Risk prediction using natural language processing of electronic mental health records in an inpatient forensic psychiatry setting,Journal of Biomedical Informatics,2018-10-01,10.1016/j.jbi.2018.08.007,30118855,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85052639346
Ouyang Y,RNA Sequencing Analyses Reveal the Potential Mechanism of Pulmonary Injury Induced by Gallium Arsenide Particles in Human Bronchial Epithelioid Cells.,Sci Rep,2020-05-26,10.1038/s41598-020-65518-8,32457348,PMC7250905,2019_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Swindell WR,RNA-Seq Analysis of IL-1B and IL-36 Responses in Epidermal Keratinocytes Identifies a Shared MyD88-Dependent Gene Signature.,Front Immunol,2018-01-29,10.3389/fimmu.2018.00080,29434599,PMC5796909,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Lu H,RNA-sequencing and bioinformatics analysis of long noncoding RNAs and mRNAs in the asthenozoospermia.,Biosci Rep,2020-07-31,10.1042/BSR20194041,32614449,PMC7364483,2015_MG_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Fleischmann KK,RNAi-mediated silencing of MLL-AF9 reveals leukemia-associated downstream targets and processes.,Mol Cancer,2014-02-11,10.1186/1476-4598-13-27,24517546,PMC3924703,2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Jackson RC,ROBOT: A Tool for Automating Ontology Workflows.,BMC Bioinformatics,2019-07-29,10.1186/s12859-019-3002-3,31357927,PMC6664714,2018_DMM_Bello,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Qundus JA,ROC: An ontology for country responses towards COVID-19,CEUR Workshop Proceedings,2021-01-01,NA,NA,NA,2015_NAR_Kibbe,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:47:55Z,2-s2.0-85103272238
Neff EP,Rodents move towards the Disease Ontology.,Lab Anim (NY),2018-06-01,10.1038/s41684-018-0073-0,29795161,NA,NA,News,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Piga R,Role of Frizzled6 in the molecular mechanism of beta-carotene action in the lung,Toxicology,2014-06-05,10.1016/j.tox.2014.03.002,24657404,NA,2009_BMCG_Osborne,Journal|Article,scopus,2022-03-17T18:48:46Z,2-s2.0-84898679297
Wang N,Safe medicine recommendation via star interactive enhanced-based transformer model,Computers in Biology and Medicine,2022-02-01,10.1016/j.compbiomed.2021.105159,34971981,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85121865887
Zhao T,SC2disease: a manually curated database of single-cell transcriptome for human diseases.,Nucleic Acids Res,2021-01-08,10.1093/nar/gkaa838,33010177,PMC7778914,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Pan X,Scoring disease-microRNA associations by integrating disease hierarchy into graph convolutional networks,Pattern Recognition,2020-09-01,10.1016/j.patcog.2020.107385,NA,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85084510157
Lopes de Souza P,"ScrumOntoBDD: Agile software development based on scrum, ontologies and behaviour-driven development",Journal of the Brazilian Computer Society,2021-12-01,10.1186/s13173-021-00114-w,NA,NA,2019_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:47:41Z,2-s2.0-85107864405
Dong X,Search Datasets in Literature: A Case Study of GWAS.,AMIA Jt Summits Transl Sci Proc,2017-07-26,NA,28815103,PMC5543360,2012_NAR_Schriml,Journal Article,pubmed,2022-03-17T18:47:32Z,NA
Rahman RU,SEAweb: the small RNA Expression Atlas web application.,Nucleic Acids Res,2020-01-08,10.1093/nar/gkz869,31598718,PMC6943056,2019_NAR_Schriml,Journal Article,pubmed; scopus,2022-03-17T18:47:32Z,NA
Stokes T,SecureMed-ID: Memorable and private identifiers for off-site access to medical records,"2011 ACM Conference on Bioinformatics, Computational Biology and Biomedicine, BCB 2011",2011-12-01,10.1145/2147805.2147894,NA,NA,2009_BMCG_Osborne,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:46Z,2-s2.0-84858967842
Mohammadhassanzadeh H,Sedan: A plausible reasoning approach for semantics-based data analytics in healthcare,CEUR Workshop Proceedings,2017-01-01,NA,NA,NA,2015_NAR_Kibbe,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:47:55Z,2-s2.0-85034812517
Vega-Gorgojo G,Seeing the whole picture: integrated pre-surgery reports with PreOptique.,J Biomed Semantics,2019-03-04,10.1186/s13326-019-0197-1,30832727,PMC6398264,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Danilov A,Selective anticancer agents suppress aging in Drosophila.,Oncotarget,2013-09-01,10.18632/oncotarget.1272,24096697,PMC3824538,2009_BIX_Du,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Chen B,Semantic Breakthrough in Drug Discovery,Synthesis Lectures on the Semantic Web: Theory and Technology,2015-01-01,10.2200/S00600ED1V01Y201409WEB009,NA,NA,2012_NAR_Schriml,Book Series|Review,scopus,2022-03-17T18:48:19Z,2-s2.0-84978092057
Cheatham M,Semantic data integration,Handbook of Big Data Technologies,2017-02-25,10.1007/978-3-319-49340-4_8,NA,NA,2012_NAR_Schriml,Book|Book Chapter,scopus,2022-03-17T18:48:19Z,2-s2.0-85019868367
Losko S,Semantic data integration and knowledge management to represent biological network associations,Methods in Molecular Biology,2017-01-01,10.1007/978-1-4939-7027-8_16,28849570,NA,2015_NAR_Kibbe,Book Series|Book Chapter,scopus,2022-03-17T18:47:55Z,2-s2.0-85028611937
Saunders CJ,Semantic interrogation of a multi knowledge domain ontological model of tendinopathy identifies four strong candidate risk genes.,Sci Rep,2016-01-25,10.1038/srep19820,26804977,PMC4726433,2015_MG_Schriml,Journal Article,pubmed; scopus,2022-03-17T18:47:32Z,NA
Yu HQ,Semantic lifting and reasoning on the personalised activity big data repository for healthcare research,International Journal of Web Engineering and Technology,2019-01-01,10.1504/IJWET.2019.102870,NA,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85073231251
Yu HQ,Semantic lifting and reasoning on the personalised activity big data repository for healthcare research,"Proceedings - 2017 IEEE International Conference on Internet of Things, IEEE Green Computing and Communications, IEEE Cyber, Physical and Social Computing, IEEE Smart Data, iThings-GreenCom-CPSCom-SmartData 2017",2018-01-30,10.1109/iThings-GreenCom-CPSCom-SmartData.2017.125,NA,NA,2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-85047425777
Zgheib R,Semantic middleware architectures for IoT healthcare applications,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2019-01-01,10.1007/978-3-030-10752-9_11,NA,NA,2015_NAR_Kibbe,Book Series|Book Chapter,scopus,2022-03-17T18:47:55Z,2-s2.0-85061048155
Couto FM,Semantic Processing.,Adv Exp Med Biol,2019-01-01,10.1007/978-3-030-13845-5_5,31183820,NA,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Merrill E,Semantic Web repositories for genomics data using the eXframe platform.,J Biomed Semantics,2014-06-03,10.1186/2041-1480-5-S1-S3,25093072,PMC4108874,2012_NAR_Schriml,Journal Article,pubmed; scopus,2022-03-17T18:47:32Z,NA
Zawadzka-Gosk E,Semantic-enabled hybrid genetic disease diagnostics in next-generation sequenced data,Computer Science,2018-01-01,10.7494/csci.2018.19.2.2319,NA,NA,2015_NAR_Kibbe,Journal|Article,scopus,2022-03-17T18:47:55Z,2-s2.0-85047338098
Beck T,Semantically enabling a genome-wide association study database.,J Biomed Semantics,2012-12-17,10.1186/2041-1480-3-9,23244533,PMC3579732,2009_BMCG_Osborne,Journal Article,pubmed; scopus,2022-03-17T18:47:32Z,NA
Samwald M,Semantically enabling pharmacogenomic data for the realization of personalized medicine.,Pharmacogenomics,2012-01-01,10.2217/pgs.11.179,22256869,PMC3957334,2009_BMCG_Osborne,Journal Article|Review,pubmed; scopus,2022-03-17T18:47:32Z,NA
Kaalia R,Semantics based approach for analyzing disease-target associations,Journal of Biomedical Informatics,2016-08-01,10.1016/j.jbi.2016.06.009,27349858,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-84978160158
Cheng L,SemFunSim: a new method for measuring disease similarity by integrating semantic and gene functional association.,PLoS One,2014-06-16,10.1371/journal.pone.0099415,24932637,PMC4059643,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Hofer P,Semi-Automated Annotation of Biobank Data Using Standard Medical Terminologies in a Graph Database.,Stud Health Technol Inform,2016-01-01,NA,27577487,NA,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Sanaeifar A,SEPHYRES 1: A symptom checker based on semantic pain descriptors and weight spreading,Applied Medical Informatics,2016-01-01,NA,NA,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85043559123
Sanaeifar A,SEPHYRES 2: Applying semantic-pseudo-fuzzy methods in medical diagnostic ontologies,International Journal of Medical Engineering and Informatics,2018-01-01,10.1504/IJMEI.2018.093366,NA,NA,2012_NAR_Schriml,Journal|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-85050653272
Burton BR,Sequential transcriptional changes dictate safe and effective antigen-specific immunotherapy.,Nat Commun,2014-09-03,10.1038/ncomms5741,25182274,PMC4167604,2012_NAR_Schriml,Journal Article,pubmed; scopus,2022-03-17T18:47:32Z,NA
Stienen S,Sex differences in circulating proteins in heart failure with preserved ejection fraction.,Biol Sex Differ,2020-08-24,10.1186/s13293-020-00322-7,32831121,PMC7444077,2015_NAR_Kibbe,Journal Article|Multicenter Study,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Liu L,Shared genetic architecture in autoimmune disease-preliminary analysis,"Proceedings - 2015 IEEE International Conference on Bioinformatics and Biomedicine, BIBM 2015",2015-12-16,10.1109/BIBM.2015.7359789,NA,NA,2015_NAR_Kibbe,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:47:55Z,2-s2.0-84962427465
Carmona JJ,Short-term airborne particulate matter exposure alters the epigenetic landscape of human genes associated with the mitogen-activated protein kinase network: a cross-sectional study.,Environ Health,2014-11-13,10.1186/1476-069X-13-94,25395096,PMC4273424,2009_BMCG_Osborne|2009_BIX_Du,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Rosário-Ferreira N,SicknessMiner: a deep-learning-driven text-mining tool to abridge disease-disease associations.,BMC Bioinformatics,2021-10-04,10.1186/s12859-021-04397-w,34607568,PMC8491382,2019_NAR_Schriml|2018_DMM_Bello,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Cheng L,SIDD: a semantically integrated database towards a global view of human disease.,PLoS One,2013-10-11,10.1371/journal.pone.0075504,24146757,PMC3795748,2012_NAR_Schriml|2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Mastrogamvraki N,Signatures of co-deregulated genes and their transcriptional regulators in colorectal cancer.,NPJ Syst Biol Appl,2020-07-31,10.1038/s41540-020-00144-8,32737302,PMC7395738,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Duan Y,signatureSearch: environment for gene expression signature searching and functional interpretation.,Nucleic Acids Res,2020-12-02,10.1093/nar/gkaa878,33068417,PMC7708038,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Herrmann C,SimCT: a generic tool to visualize ontology-based relationships for biological objects.,Bioinformatics,2009-12-01,10.1093/bioinformatics/btp553,19776214,PMC2778334,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Gao J,Similar Disease Prediction with Heterogeneous Disease Information Networks,IEEE Transactions on Nanobioscience,2020-07-01,10.1109/TNB.2020.2994983,32603299,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85087432061
Nguyen QH,"Similarity Calculation, Enrichment Analysis, and Ontology Visualization of Biomedical Ontologies using UFO",Current Protocols,2021-04-01,10.1002/cpz1.115,33900688,NA,2015_NAR_Kibbe|2009_BIX_Du,Journal|Article,scopus,2022-03-17T18:47:55Z,2-s2.0-85105000201
Ma S,Similarity-based algorithms for Disease Terminology Mapping,"Proceedings - 2016 IEEE International Conference on Bioinformatics and Biomedicine, BIBM 2016",2017-01-17,10.1109/BIBM.2016.7822722,NA,NA,2012_NAR_Schriml|2009_BMCG_Osborne,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-85013321925
Okhmatovskaia A,SimPHO: An ontology for simulation modeling of population health,Proceedings - Winter Simulation Conference,2012-12-01,10.1109/WSC.2012.6465128,NA,NA,2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-84874684066
Luo P,Simulation of psychological course satisfaction based on android mobile system and neural network,Microprocessors and Microsystems,2021-03-01,10.1016/j.micpro.2020.103751,NA,NA,2018_DMM_Bello,Journal|Article,scopus,2022-03-17T18:47:46Z,2-s2.0-85098650593
Olah M,Single cell RNA sequencing of human microglia uncovers a subset associated with Alzheimer's disease.,Nat Commun,2020-11-30,10.1038/s41467-020-19737-2,33257666,PMC7704703,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Santos-Rebouças CB,Skewed X-Chromosome Inactivation and Compensatory Upregulation of Escape Genes Precludes Major Clinical Symptoms in a Female With a Large Xq Deletion.,Front Genet,2020-03-04,10.3389/fgene.2020.00101,32194616,PMC7064548,2019_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Xie G,SKF-LDA: Similarity Kernel Fusion for Predicting lncRNA-Disease Association.,Mol Ther Nucleic Acids,2019-12-06,10.1016/j.omtn.2019.07.022,31514111,PMC6742806,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Park S,"SleBioRepo: A curated database of gene expression levels, in systematic lupus erythematosus","Proceedings - 2018 IEEE International Conference on Bioinformatics and Biomedicine, BIBM 2018",2019-01-21,10.1109/BIBM.2018.8621337,NA,NA,2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-85062489780
Park S,SleBioRepo: A gene expression compendium in systemic lupus erythematosus,International Journal of Data Mining and Bioinformatics,2018-01-01,10.1504/IJDMB.2018.098947,NA,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85064245572
Dwivedi SKD,Small Non-Coding-RNA in Gynecological Malignancies.,Cancers (Basel),2021-03-03,10.3390/cancers13051085,33802524,PMC7961667,NA,Journal Article|Review,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
He RQ,Small Nucleolar RNAs (snoRNAs)-Based Risk Score Classifier Predicts Overall Survival in Bladder Carcinoma.,Med Sci Monit,2020-10-26,10.12659/MSM.926273,33104528,PMC7597584,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Gong F,SMR: Medical Knowledge Graph Embedding for Safe Medicine Recommendation,Big Data Research,2021-02-15,10.1016/j.bdr.2020.100174,NA,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85099500391
Ritter DI,Somatic cancer variant curation and harmonization through consensus minimum variant level data.,Genome Med,2016-11-04,10.1186/s13073-016-0367-z,27814769,PMC5095986,2015_DB_Wu,Consensus Development Conference|Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Liu H,SOX7 co-regulates Wnt/β-catenin signaling with Axin-2: both expressed at low levels in breast cancer.,Sci Rep,2016-05-18,10.1038/srep26136,27188720,PMC4870566,2009_BMCG_Osborne|2009_BIX_Du,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Goldfarb D,Spotlite: web application and augmented algorithms for predicting co-complexed proteins from affinity purification--mass spectrometry data.,J Proteome Res,2014-12-05,10.1021/pr5008416,25300367,PMC4360886,2009_BMCG_Osborne,Journal Article,pubmed; scopus,2022-03-17T18:47:32Z,NA
Bhasuran B,Stacked ensemble combined with fuzzy matching for biomedical named entity recognition of diseases,Journal of Biomedical Informatics,2016-12-01,10.1016/j.jbi.2016.09.009,27634494,NA,2009_BMCG_Osborne,Journal|Article,scopus,2022-03-17T18:48:46Z,2-s2.0-84988640362
Danos AM,Standard operating procedure for curation and clinical interpretation of variants in cancer.,Genome Med,2019-11-29,10.1186/s13073-019-0687-x,31779674,PMC6883603,2015_NAR_Kibbe,Journal Article|Review,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Marko-Varga G,Standardization and utilization of biobank resources in clinical protein science with examples of emerging applications,Journal of Proteome Research,2012-11-02,10.1021/pr300185k,22607352,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-84868326502
Wittkop T,STOP using just GO: a multi-ontology hypothesis generation tool for high throughput experimentation.,BMC Bioinformatics,2013-02-14,10.1186/1471-2105-14-53,23409969,PMC3635999,2009_BMCG_Osborne,Journal Article,pubmed; scopus,2022-03-17T18:47:32Z,NA
